ir_quality,temperature,humidity,methane,Smoke
55,73,4,58,1
95,70,5,41,1
55,67,5,50,1
46,33,12,13,0
70,94,4,51,1
99,59,3,62,1
48,37,33,15,0
76,56,2,49,1
61,59,2,69,1
71,77,5,43,1
48,34,35,14,0
96,65,4,42,1
38,49,12,8,0
43,37,22,9,0
58,84,4,64,1
12,20,71,0,0
72,86,4,67,1
10,20,80,0,0
80,95,2,65,1
53,87,5,67,1
57,66,4,52,1
10,24,60,6,0
5,20,67,0,0
61,67,3,70,1
37,50,30,12,0
76,62,5,64,1
93,70,2,41,1
42,41,35,14,0
38,46,33,9,0
47,49,12,12,0
86,89,4,65,1
45,32,19,8,0
58,100,4,61,1
69,87,4,43,1
14,23,73,0,0
49,33,22,15,0
64,71,4,42,1
72,52,2,42,1
84,54,2,58,1
42,48,15,12,0
7,22,73,0,0
49,44,28,9,0
39,40,14,12,0
53,61,3,65,1
99,97,3,57,1
43,45,27,11,0
99,68,3,62,1
83,58,5,56,1
53,75,4,45,1
41,31,31,9,0
89,83,2,62,1
42,41,25,7,0
85,74,3,40,1
45,36,22,15,0
96,80,4,60,1
57,93,3,54,1
97,67,3,43,1
49,35,32,14,0
43,39,23,9,0
90,85,2,43,1
5,22,73,4,0
95,71,4,49,1
63,58,5,47,1
98,57,3,46,1
80,82,4,41,1
45,46,20,10,0
39,34,20,13,0
92,73,3,41,1
72,64,3,66,1
58,89,4,68,1
40,47,33,15,0
93,74,3,40,1
60,97,4,70,1
50,78,3,67,1
79,83,2,67,1
67,67,3,66,1
60,73,3,47,1
60,64,5,43,1
81,96,2,51,1
2,30,53,7,0
67,90,3,59,1
41,50,15,11,0
6,20,54,2,0
99,62,5,61,1
3,29,54,5,0
59,53,3,69,1
87,66,2,44,1
84,91,2,43,1
55,80,3,67,1
79,77,4,65,1
45,45,27,8,0
70,94,5,50,1
86,97,2,46,1
97,81,4,57,1
38,42,21,15,0
60,97,4,56,1
48,37,13,8,0
37,40,14,10,0
54,57,4,42,1
96,99,4,53,1
48,44,28,8,0
2,24,73,3,0
78,86,5,47,1
78,65,2,48,1
57,53,2,59,1
89,76,4,45,1
49,45,13,14,0
74,95,2,53,1
83,79,3,48,1
43,40,20,14,0
69,85,3,44,1
78,63,4,41,1
0,27,75,3,0
3,23,83,3,0
100,80,3,52,1
73,64,5,58,1
38,44,24,11,0
69,56,5,59,1
57,58,3,70,1
57,96,5,49,1
49,49,29,9,0
72,92,4,59,1
73,56,5,58,1
80,52,5,41,1
78,77,2,67,1
90,63,3,46,1
41,38,14,7,0
2,20,71,0,0
9,23,56,5,0
99,81,4,66,1
82,76,5,57,1
42,48,10,9,0
99,96,2,41,1
53,86,3,43,1
86,61,2,48,1
96,60,5,61,1
90,88,2,55,1
97,72,5,61,1
66,78,3,62,1
3,27,79,5,0
51,85,4,57,1
99,73,5,60,1
96,72,4,40,1
78,92,3,43,1
89,60,2,53,1
9,27,60,4,0
100,95,5,40,1
82,55,5,45,1
77,53,4,55,1
79,67,2,65,1
45,34,14,12,0
44,48,26,13,0
47,39,15,7,0
94,78,4,67,1
60,69,5,48,1
46,47,33,9,0
83,56,4,58,1
74,51,2,68,1
96,98,5,52,1
89,87,4,42,1
51,81,4,40,1
36,35,30,9,0
98,75,4,57,1
81,76,3,61,1
58,62,4,49,1
91,97,5,62,1
74,74,5,61,1
54,75,4,53,1
66,56,3,42,1
51,85,5,46,1
8,25,79,7,0
36,33,30,10,0
3,21,81,4,0
81,71,5,64,1
11,23,61,4,0
40,40,21,13,0
74,92,2,42,1
52,54,2,43,1
4,25,69,4,0
93,80,3,69,1
1,24,71,7,0
38,49,13,9,0
40,45,22,15,0
68,59,2,40,1
38,31,10,13,0
70,77,5,50,1
53,94,5,68,1
94,55,3,59,1
51,53,5,58,1
35,41,25,10,0
48,44,29,15,0
86,88,4,68,1
8,29,80,4,0
38,35,34,11,0
88,72,4,55,1
93,61,5,68,1
92,56,3,62,1
81,86,4,43,1
42,49,21,9,0
42,33,11,9,0
5,24,65,3,0
37,33,21,15,0
61,86,5,62,1
72,74,2,69,1
38,43,27,8,0
87,90,4,61,1
48,49,27,13,0
49,38,14,13,0
93,93,4,61,1
98,64,3,43,1
91,54,2,65,1
39,31,35,13,0
62,67,5,63,1
49,45,32,13,0
99,51,4,45,1
77,55,4,70,1
73,56,5,60,1
48,38,35,7,0
67,99,3,57,1
38,41,35,12,0
79,63,3,51,1
82,61,4,49,1
41,32,29,10,0
50,87,5,65,1
11,22,51,5,0
77,94,3,48,1
51,91,5,55,1
0,29,84,3,0
64,75,4,59,1
69,56,2,44,1
88,62,3,61,1
49,43,10,8,0
83,100,5,51,1
10,27,65,4,0
45,50,21,15,0
49,46,26,13,0
53,99,3,66,1
13,23,61,1,0
36,45,10,11,0
78,55,2,56,1
52,92,4,50,1
83,77,4,69,1
72,97,2,56,1
61,66,4,49,1
99,95,2,40,1
49,43,21,12,0
55,69,3,59,1
14,25,63,7,0
83,94,2,45,1
53,76,4,62,1
88,71,2,56,1
72,94,4,48,1
7,28,85,2,0
87,72,2,65,1
12,21,73,7,0
47,35,15,11,0
68,72,2,65,1
43,39,14,8,0
62,55,3,53,1
77,64,3,62,1
90,100,3,60,1
100,81,4,42,1
8,25,51,4,0
48,47,22,11,0
99,81,2,56,1
49,46,13,12,0
76,67,3,62,1
1,24,65,7,0
49,48,29,8,0
63,92,2,40,1
92,85,5,54,1
95,53,3,49,1
71,67,5,51,1
98,98,4,44,1
63,81,3,69,1
78,54,4,49,1
8,21,68,2,0
88,87,4,51,1
53,70,3,61,1
54,100,3,47,1
75,94,4,51,1
60,93,4,58,1
14,28,66,5,0
35,48,14,14,0
53,69,2,63,1
12,26,76,7,0
45,47,18,15,0
47,48,15,15,0
90,84,3,65,1
92,89,5,51,1
97,71,5,42,1
48,47,25,12,0
63,74,5,53,1
91,81,3,68,1
59,69,3,46,1
10,28,53,7,0
63,99,5,50,1
80,63,4,65,1
91,51,4,58,1
49,32,11,9,0
35,36,32,10,0
66,95,5,41,1
77,55,2,40,1
78,80,5,54,1
66,75,5,70,1
45,38,26,7,0
6,23,59,4,0
36,43,31,9,0
45,49,18,11,0
76,88,2,63,1
96,61,5,68,1
41,41,16,9,0
60,64,5,49,1
35,44,19,7,0
89,90,2,52,1
55,86,2,48,1
44,45,18,8,0
45,38,17,11,0
35,36,31,9,0
48,34,31,9,0
71,55,4,60,1
60,73,4,60,1
15,27,59,1,0
12,28,71,6,0
85,64,4,44,1
60,100,5,62,1
96,94,3,45,1
49,50,18,7,0
56,98,2,49,1
53,73,5,46,1
98,89,4,59,1
71,72,4,65,1
71,75,4,65,1
72,57,5,63,1
46,32,23,14,0
13,23,77,0,0
94,91,4,67,1
42,40,14,14,0
69,77,4,46,1
63,95,5,50,1
50,78,3,53,1
80,91,3,65,1
91,51,5,65,1
59,79,4,51,1
51,51,4,66,1
77,65,3,40,1
84,74,4,69,1
42,40,23,12,0
42,34,26,15,0
96,81,4,57,1
63,55,5,60,1
35,32,18,13,0
51,93,3,50,1
81,73,5,42,1
84,92,4,62,1
11,22,73,7,0
67,52,3,57,1
13,22,85,4,0
54,56,4,48,1
47,34,15,13,0
49,48,18,11,0
64,99,3,64,1
54,53,5,52,1
41,32,17,9,0
13,27,60,2,0
39,43,10,9,0
84,64,4,42,1
55,80,4,41,1
38,34,20,7,0
94,72,2,50,1
39,48,33,10,0
36,48,31,12,0
61,57,3,49,1
6,22,83,2,0
78,90,3,45,1
63,52,5,52,1
14,26,59,1,0
14,30,61,3,0
1,24,82,3,0
41,38,32,11,0
83,59,5,67,1
49,34,22,15,0
44,42,11,8,0
15,21,81,5,0
83,73,4,47,1
60,81,3,61,1
53,70,4,62,1
57,54,5,43,1
90,61,3,58,1
44,49,35,9,0
4,23,53,0,0
37,45,13,9,0
45,39,30,11,0
38,42,26,7,0
89,76,4,43,1
71,71,5,50,1
66,68,5,62,1
48,47,10,7,0
69,53,3,53,1
42,49,17,8,0
61,99,4,48,1
2,20,60,0,0
84,80,5,45,1
72,70,2,40,1
37,32,19,9,0
40,33,29,13,0
53,53,2,58,1
83,76,2,40,1
52,99,5,70,1
57,60,3,48,1
99,81,3,67,1
35,42,27,8,0
36,48,15,13,0
95,93,3,49,1
87,77,5,67,1
41,43,27,10,0
40,37,23,12,0
76,63,4,63,1
46,42,11,8,0
61,52,4,65,1
37,35,22,11,0
59,84,2,56,1
66,55,3,66,1
65,95,4,70,1
15,28,55,1,0
38,49,21,10,0
75,81,2,47,1
78,61,3,57,1
66,95,5,43,1
50,84,4,67,1
94,71,3,43,1
93,97,5,47,1
88,67,3,69,1
2,24,82,4,0
43,46,17,12,0
3,26,65,4,0
50,99,3,44,1
74,51,4,53,1
68,100,5,49,1
60,92,5,51,1
78,58,3,47,1
68,59,4,61,1
2,29,68,4,0
49,40,27,11,0
38,48,26,15,0
70,91,5,53,1
52,57,2,58,1
44,31,23,11,0
90,62,2,42,1
79,66,5,63,1
95,88,5,55,1
77,61,4,67,1
69,64,4,49,1
38,37,30,14,0
41,40,32,9,0
92,76,2,70,1
78,78,4,70,1
5,23,82,7,0
47,32,13,12,0
84,74,2,65,1
49,39,28,8,0
80,88,2,65,1
83,86,4,43,1
74,80,2,63,1
70,86,2,60,1
43,41,35,14,0
38,43,17,8,0
43,33,13,13,0
54,70,4,66,1
38,49,13,13,0
82,79,3,66,1
74,69,2,62,1
76,76,3,45,1
0,24,55,6,0
59,98,4,65,1
58,89,5,48,1
80,65,3,42,1
41,38,13,12,0
2,27,83,0,0
60,93,5,52,1
95,65,2,66,1
58,53,5,60,1
39,35,14,15,0
2,27,59,3,0
5,30,75,1,0
73,56,5,66,1
84,100,4,53,1
63,65,3,50,1
44,48,14,14,0
94,56,2,48,1
92,78,5,61,1
52,64,4,44,1
89,77,3,63,1
75,52,4,46,1
90,85,2,55,1
45,44,30,15,0
74,90,4,47,1
82,55,5,48,1
42,41,14,9,0
47,45,16,14,0
13,22,72,3,0
46,37,27,15,0
73,75,5,52,1
98,90,4,54,1
89,71,5,65,1
43,40,35,10,0
69,61,3,45,1
58,66,4,44,1
38,31,11,12,0
72,66,5,68,1
82,74,4,49,1
45,44,13,8,0
43,40,25,9,0
85,88,2,49,1
15,20,56,0,0
81,67,5,68,1
88,80,5,43,1
35,31,28,12,0
38,33,28,11,0
65,75,3,62,1
43,35,14,11,0
91,74,4,58,1
47,49,28,12,0
42,46,18,12,0
98,60,4,50,1
95,65,5,61,1
36,31,11,9,0
45,41,15,13,0
75,58,3,42,1
76,90,4,63,1
59,57,2,46,1
59,88,4,60,1
91,68,5,46,1
35,37,33,14,0
81,86,3,55,1
9,22,72,4,0
85,100,4,67,1
61,97,4,67,1
95,69,5,54,1
40,42,13,15,0
42,37,34,14,0
56,93,2,57,1
75,96,5,67,1
75,78,3,60,1
85,72,4,68,1
79,76,3,70,1
94,73,4,65,1
65,53,2,67,1
61,95,5,45,1
45,36,34,14,0
82,61,3,41,1
39,37,12,9,0
93,88,3,63,1
39,38,35,14,0
41,36,21,13,0
94,99,4,60,1
87,76,2,44,1
97,73,3,65,1
39,49,16,9,0
5,24,67,3,0
14,28,59,5,0
42,42,30,10,0
35,46,11,10,0
78,91,5,68,1
98,55,4,42,1
0,28,74,5,0
87,64,4,64,1
68,61,4,51,1
97,99,5,62,1
4,22,77,2,0
93,71,3,41,1
71,71,2,51,1
1,29,76,6,0
38,37,24,11,0
59,97,3,67,1
39,45,21,11,0
40,39,33,14,0
41,48,19,8,0
44,39,25,9,0
54,97,4,48,1
51,75,2,61,1
87,81,5,68,1
87,59,3,49,1
66,69,5,41,1
66,80,5,45,1
100,55,5,69,1
8,22,65,1,0
46,42,23,9,0
47,41,23,15,0
82,55,5,47,1
36,47,25,9,0
92,83,4,59,1
100,66,3,40,1
73,90,4,43,1
64,59,5,67,1
63,97,5,62,1
11,30,59,1,0
83,63,5,57,1
66,77,4,52,1
68,65,2,61,1
69,84,2,47,1
94,99,5,46,1
90,51,5,60,1
84,88,4,42,1
55,88,3,58,1
42,49,26,7,0
96,55,5,49,1
84,75,3,62,1
84,81,5,47,1
88,60,3,46,1
69,79,2,40,1
72,71,5,49,1
37,37,31,10,0
63,77,3,53,1
51,100,3,62,1
82,80,2,55,1
39,32,14,12,0
85,80,2,51,1
77,67,5,42,1
84,62,5,41,1
76,88,4,66,1
83,84,5,51,1
59,56,5,42,1
65,55,3,51,1
95,58,4,66,1
73,93,4,68,1
77,74,5,51,1
86,52,2,60,1
2,23,81,5,0
44,50,23,14,0
59,94,2,58,1
42,44,25,11,0
78,72,3,43,1
35,41,28,11,0
100,75,2,55,1
13,27,80,0,0
51,65,3,43,1
93,67,3,44,1
12,20,52,1,0
83,68,4,69,1
86,95,5,45,1
44,41,16,9,0
50,89,5,64,1
81,89,2,70,1
36,49,32,15,0
74,69,4,49,1
4,21,72,6,0
64,53,2,40,1
97,98,5,67,1
47,32,22,8,0
54,99,3,48,1
92,70,4,40,1
99,71,4,44,1
97,53,5,46,1
47,39,28,14,0
5,23,66,4,0
75,87,2,68,1
90,71,3,42,1
87,80,4,61,1
39,48,17,10,0
70,72,2,59,1
37,43,26,8,0
72,79,2,61,1
73,76,5,48,1
75,60,5,57,1
37,42,30,13,0
76,78,3,55,1
67,91,4,52,1
62,87,2,68,1
2,25,68,3,0
48,31,17,13,0
84,93,4,57,1
42,43,15,15,0
48,42,34,10,0
9,28,79,5,0
73,78,5,70,1
43,38,16,11,0
10,21,55,0,0
50,56,4,61,1
37,47,32,7,0
92,62,2,58,1
55,99,2,50,1
39,39,23,15,0
88,59,5,59,1
41,40,34,14,0
61,95,4,52,1
11,26,55,4,0
94,62,2,58,1
58,64,2,42,1
56,87,3,57,1
14,22,74,0,0
57,54,4,70,1
85,79,4,62,1
7,24,70,6,0
54,63,4,61,1
40,33,32,7,0
56,61,2,67,1
13,30,69,2,0
70,87,4,45,1
97,82,3,70,1
54,94,2,49,1
75,88,2,67,1
54,78,5,48,1
96,69,3,67,1
79,52,2,45,1
100,92,3,59,1
45,36,13,7,0
49,40,34,10,0
2,28,75,0,0
70,77,2,64,1
7,26,59,6,0
59,57,5,60,1
36,50,16,9,0
10,29,80,5,0
97,66,4,63,1
59,77,3,53,1
75,58,3,69,1
38,49,34,14,0
74,83,2,50,1
75,58,2,51,1
55,63,2,59,1
58,74,2,45,1
43,50,10,14,0
76,54,2,65,1
60,68,3,42,1
35,42,32,14,0
44,35,35,15,0
72,79,2,69,1
94,66,3,50,1
72,52,3,67,1
100,97,5,48,1
43,40,25,12,0
63,68,3,46,1
51,100,3,43,1
40,39,24,11,0
72,59,2,49,1
82,66,3,56,1
100,55,5,60,1
44,34,15,15,0
99,83,4,63,1
56,72,3,48,1
57,83,4,49,1
48,50,14,9,0
41,48,17,15,0
35,49,19,10,0
42,35,21,7,0
96,77,4,47,1
86,82,2,58,1
48,36,19,14,0
37,41,19,7,0
1,30,80,5,0
40,48,34,14,0
85,92,2,48,1
37,44,10,11,0
84,91,3,41,1
90,80,5,60,1
65,59,4,46,1
62,84,3,68,1
50,67,3,67,1
38,47,19,7,0
4,22,82,5,0
37,35,34,9,0
65,68,5,49,1
96,80,5,45,1
82,70,3,65,1
81,54,2,66,1
76,76,4,40,1
43,33,11,7,0
46,48,22,12,0
61,53,5,60,1
10,30,58,6,0
36,32,26,9,0
9,21,69,5,0
79,89,3,65,1
85,95,4,54,1
15,25,64,3,0
86,51,3,45,1
92,85,2,67,1
86,90,5,59,1
2,29,75,1,0
49,44,25,14,0
97,84,2,64,1
36,32,17,15,0
77,84,3,68,1
90,52,2,66,1
66,87,4,59,1
11,25,69,7,0
62,95,5,49,1
86,99,5,62,1
42,44,22,15,0
88,68,5,53,1
39,39,20,11,0
73,82,5,57,1
39,49,17,11,0
37,41,25,12,0
47,43,19,8,0
57,59,4,66,1
40,48,34,15,0
43,34,13,13,0
13,28,67,0,0
69,66,5,44,1
37,38,26,10,0
96,81,4,56,1
41,41,29,14,0
80,74,5,64,1
70,65,4,47,1
35,35,17,8,0
93,85,2,52,1
97,56,3,49,1
15,29,55,3,0
40,33,15,11,0
7,25,84,7,0
46,40,29,11,0
99,54,5,48,1
84,60,5,46,1
73,59,3,70,1
59,62,4,64,1
68,53,2,56,1
85,69,2,57,1
78,66,2,57,1
65,74,3,61,1
96,73,4,42,1
64,79,2,42,1
80,93,3,68,1
47,38,33,13,0
9,21,76,3,0
68,60,4,40,1
37,35,13,10,0
52,94,2,68,1
11,24,79,4,0
95,89,3,67,1
5,30,82,1,0
100,97,4,51,1
69,61,4,57,1
68,90,4,69,1
36,48,28,10,0
99,70,3,65,1
59,83,3,44,1
74,94,3,43,1
45,38,16,13,0
15,21,73,1,0
52,83,2,46,1
98,79,4,54,1
41,44,15,10,0
78,92,3,51,1
97,53,5,60,1
10,26,51,1,0
1,27,51,1,0
65,61,3,59,1
71,61,5,61,1
79,92,5,52,1
82,94,4,64,1
94,76,3,50,1
6,22,63,4,0
37,42,22,13,0
71,53,2,66,1
86,98,4,47,1
55,99,4,40,1
71,67,5,63,1
80,85,4,61,1
79,56,2,65,1
51,93,2,66,1
14,28,63,0,0
89,56,5,57,1
14,24,51,2,0
60,57,4,55,1
98,99,3,49,1
44,49,19,8,0
89,78,3,67,1
69,87,5,68,1
91,74,2,57,1
37,48,33,9,0
44,41,14,7,0
67,65,3,52,1
77,81,2,55,1
4,22,81,1,0
60,57,4,49,1
38,32,12,9,0
92,56,2,49,1
11,20,75,0,0
48,42,34,10,0
86,71,4,42,1
60,57,3,49,1
60,70,5,65,1
81,91,5,68,1
97,60,5,68,1
91,53,3,57,1
89,61,2,65,1
64,82,3,64,1
73,77,3,44,1
90,64,2,67,1
37,49,18,8,0
85,61,3,46,1
0,21,53,3,0
1,30,56,2,0
99,53,2,61,1
70,59,5,59,1
86,60,4,54,1
65,56,4,57,1
38,39,25,9,0
41,42,19,13,0
100,73,2,44,1
80,89,4,43,1
12,27,79,7,0
58,87,2,51,1
88,62,4,49,1
35,40,25,12,0
15,21,57,0,0
76,82,5,47,1
63,58,3,61,1
48,41,25,12,0
95,73,2,67,1
88,84,3,67,1
41,47,27,10,0
63,51,2,51,1
95,73,3,66,1
42,50,29,14,0
92,94,2,56,1
36,47,16,13,0
50,84,2,51,1
12,29,71,6,0
60,78,4,61,1
80,97,5,63,1
66,56,2,46,1
66,98,3,65,1
94,79,2,64,1
50,80,4,47,1
80,76,4,51,1
77,57,2,70,1
80,98,3,60,1
97,81,5,63,1
40,37,11,14,0
65,52,3,43,1
11,24,76,0,0
78,63,3,40,1
67,86,4,58,1
85,87,2,65,1
98,56,5,63,1
73,74,4,61,1
46,35,35,12,0
93,84,2,52,1
87,98,3,52,1
98,73,4,42,1
89,88,2,64,1
1,25,80,0,0
80,81,3,58,1
92,90,5,43,1
80,66,5,46,1
35,32,32,10,0
94,88,3,51,1
70,73,4,47,1
79,88,2,41,1
4,22,56,7,0
52,57,2,62,1
71,76,3,46,1
36,34,10,10,0
77,88,5,69,1
79,100,3,66,1
94,73,5,40,1
55,59,2,50,1
70,99,4,66,1
72,75,4,67,1
72,93,3,57,1
37,38,17,10,0
81,57,2,40,1
2,25,82,1,0
1,25,65,6,0
35,33,22,12,0
58,55,5,44,1
61,100,5,59,1
48,47,28,14,0
39,50,17,12,0
74,79,4,68,1
51,52,4,40,1
73,60,5,56,1
87,70,4,62,1
67,80,3,46,1
64,60,2,41,1
90,79,2,41,1
68,83,3,64,1
56,69,4,68,1
42,40,24,15,0
82,84,2,43,1
97,93,4,40,1
43,42,13,8,0
35,33,20,9,0
61,89,4,45,1
48,37,35,9,0
13,29,61,6,0
68,88,5,67,1
7,30,77,1,0
67,56,5,63,1
38,33,15,12,0
76,80,5,47,1
91,61,4,50,1
87,52,3,55,1
10,21,78,2,0
69,100,5,45,1
43,46,23,13,0
68,59,5,46,1
97,75,2,57,1
54,100,2,68,1
74,85,4,55,1
81,89,2,65,1
41,44,31,12,0
62,64,2,55,1
56,86,3,54,1
61,86,4,56,1
73,66,3,59,1
92,95,5,46,1
9,23,75,6,0
61,51,2,43,1
42,42,21,10,0
80,78,2,59,1
97,79,5,45,1
38,31,19,7,0
12,21,82,3,0
40,34,24,9,0
63,56,4,61,1
11,20,64,6,0
55,84,2,69,1
58,62,3,41,1
100,94,2,49,1
89,80,3,46,1
48,47,32,10,0
43,42,26,15,0
99,82,5,45,1
2,29,80,6,0
76,56,3,70,1
0,28,85,4,0
78,99,2,63,1
47,43,34,11,0
67,62,4,61,1
85,92,3,54,1
59,75,2,44,1
37,31,23,14,0
49,48,23,10,0
39,34,18,12,0
41,36,33,11,0
70,97,5,50,1
77,85,4,40,1
84,84,4,57,1
91,99,5,49,1
68,95,2,54,1
35,39,25,7,0
55,89,3,52,1
60,52,2,53,1
42,48,14,8,0
64,77,3,57,1
92,89,5,62,1
62,73,3,54,1
84,61,3,49,1
96,81,5,61,1
83,87,4,62,1
85,54,4,41,1
58,63,3,47,1
77,55,5,43,1
43,31,35,13,0
68,94,4,51,1
45,40,13,10,0
52,92,5,61,1
60,83,5,54,1
9,30,51,0,0
48,50,12,15,0
68,100,5,59,1
85,73,2,45,1
80,94,3,70,1
93,52,2,40,1
15,24,84,0,0
12,27,83,4,0
68,81,2,62,1
55,79,5,60,1
64,85,2,59,1
94,91,3,47,1
38,36,14,15,0
5,25,61,4,0
73,60,3,58,1
91,99,5,62,1
65,81,5,61,1
4,26,70,6,0
46,42,15,11,0
93,92,5,53,1
10,25,70,2,0
42,46,28,13,0
43,39,11,10,0
43,31,23,11,0
44,43,28,14,0
13,28,65,0,0
95,65,5,47,1
38,34,29,12,0
78,98,3,61,1
48,32,11,13,0
58,86,3,65,1
78,53,4,63,1
37,32,29,13,0
90,64,5,48,1
67,74,5,63,1
91,59,2,42,1
87,86,5,54,1
62,80,5,43,1
12,25,62,3,0
66,95,3,60,1
68,67,2,62,1
44,48,14,11,0
15,20,56,5,0
92,63,4,57,1
61,62,3,45,1
46,37,17,15,0
54,84,3,70,1
79,64,5,47,1
95,59,4,54,1
52,83,4,64,1
67,83,3,46,1
5,25,55,0,0
77,61,2,42,1
45,41,14,15,0
90,66,4,43,1
38,32,35,13,0
66,66,5,69,1
54,61,4,59,1
92,73,2,55,1
12,30,83,7,0
46,45,35,8,0
89,59,2,44,1
3,21,67,1,0
68,99,3,70,1
94,78,2,61,1
80,52,2,66,1
4,20,73,1,0
39,35,35,8,0
2,22,56,2,0
64,78,3,56,1
3,30,85,5,0
43,34,26,7,0
99,80,2,46,1
59,100,2,55,1
66,88,3,70,1
81,90,3,41,1
69,100,5,55,1
13,27,83,3,0
5,28,54,4,0
59,56,2,46,1
87,83,3,42,1
70,63,5,51,1
76,60,2,46,1
93,76,3,53,1
38,32,31,11,0
45,45,24,11,0
44,36,26,15,0
15,26,81,2,0
36,45,14,7,0
12,24,58,0,0
68,94,2,52,1
73,87,4,43,1
91,54,4,59,1
50,64,5,57,1
1,29,75,3,0
95,84,3,64,1
12,20,82,7,0
11,28,64,6,0
57,69,2,64,1
68,90,3,52,1
43,48,10,7,0
50,72,3,44,1
58,72,2,52,1
87,100,2,62,1
95,94,2,53,1
95,87,4,44,1
12,28,62,7,0
59,77,3,41,1
46,37,14,11,0
73,80,2,63,1
57,80,2,42,1
15,30,60,5,0
48,34,28,8,0
96,59,4,40,1
11,25,70,5,0
96,70,3,64,1
99,82,2,42,1
87,94,5,56,1
88,83,4,43,1
4,20,77,2,0
4,28,56,3,0
46,41,25,7,0
11,29,56,4,0
81,96,2,42,1
84,52,4,66,1
97,54,2,50,1
72,90,5,56,1
79,91,3,61,1
15,29,83,3,0
5,22,83,1,0
37,49,26,9,0
48,46,14,15,0
62,84,2,64,1
35,43,33,15,0
81,66,2,51,1
78,98,5,69,1
100,97,5,41,1
43,43,30,12,0
68,98,3,59,1
46,34,12,10,0
93,74,5,60,1
71,54,5,58,1
43,46,10,11,0
79,77,4,43,1
70,73,3,64,1
79,83,3,66,1
45,35,24,12,0
51,95,3,45,1
58,89,2,47,1
38,50,11,10,0
98,97,4,55,1
40,35,18,9,0
40,37,16,15,0
61,74,4,68,1
74,74,4,40,1
57,53,5,47,1
14,25,65,3,0
57,81,5,63,1
50,59,2,55,1
60,66,2,54,1
40,31,32,12,0
99,58,5,70,1
84,57,2,50,1
54,87,3,59,1
40,31,20,15,0
41,41,13,10,0
67,93,3,42,1
60,91,4,69,1
53,74,2,47,1
6,27,61,1,0
7,25,54,3,0
71,75,5,63,1
38,38,13,8,0
11,21,78,0,0
79,74,4,42,1
84,55,4,58,1
37,50,12,10,0
60,92,2,63,1
62,89,3,67,1
46,44,11,11,0
88,69,4,42,1
50,56,2,57,1
92,55,3,51,1
91,87,4,41,1
13,23,59,5,0
70,89,5,42,1
39,47,15,13,0
46,49,30,10,0
77,66,2,58,1
48,39,32,9,0
92,84,2,64,1
10,27,51,3,0
47,40,35,15,0
42,33,23,9,0
78,65,5,64,1
36,48,26,9,0
73,60,3,54,1
84,56,4,47,1
80,96,5,44,1
79,69,2,46,1
92,70,4,41,1
7,28,74,3,0
37,42,20,9,0
49,50,32,12,0
49,35,12,15,0
38,32,34,7,0
55,58,5,50,1
40,35,33,8,0
55,70,5,55,1
64,62,5,48,1
44,50,15,15,0
99,52,2,61,1
92,86,5,44,1
85,69,3,58,1
62,60,5,69,1
6,27,83,0,0
50,62,3,64,1
35,45,11,12,0
54,93,2,45,1
95,91,2,44,1
66,72,4,44,1
45,44,17,10,0
51,66,4,41,1
89,88,3,45,1
88,54,2,63,1
56,62,4,50,1
94,57,3,45,1
97,81,3,59,1
48,47,24,11,0
93,92,4,54,1
47,37,20,11,0
80,69,3,65,1
74,98,4,47,1
65,71,4,65,1
60,73,5,45,1
74,85,4,63,1
45,35,24,14,0
50,92,2,49,1
42,33,34,13,0
93,77,2,67,1
43,42,15,13,0
91,51,4,52,1
4,20,58,4,0
49,45,20,15,0
65,85,3,53,1
76,88,5,53,1
96,95,2,52,1
8,24,66,3,0
39,46,12,13,0
68,66,5,47,1
42,39,11,13,0
77,64,2,65,1
68,94,4,40,1
86,54,3,51,1
71,91,4,69,1
49,50,16,8,0
84,99,3,67,1
47,34,15,12,0
46,44,25,7,0
44,41,28,8,0
81,98,2,57,1
81,57,2,40,1
84,95,5,42,1
99,62,4,63,1
44,35,22,9,0
46,44,18,11,0
47,42,17,12,0
44,36,20,10,0
36,36,20,12,0
6,23,57,5,0
65,81,5,64,1
96,74,4,54,1
73,76,3,52,1
81,82,2,53,1
52,56,2,55,1
51,86,3,44,1
99,54,3,52,1
40,41,11,12,0
79,54,2,45,1
69,79,3,52,1
10,21,52,0,0
80,68,4,70,1
55,63,2,46,1
88,62,3,46,1
36,45,30,11,0
10,29,52,2,0
100,69,2,41,1
36,38,29,7,0
90,92,3,59,1
6,28,51,1,0
70,65,5,48,1
43,49,29,7,0
82,51,3,47,1
84,78,4,62,1
75,90,2,54,1
11,28,66,6,0
14,23,66,0,0
39,37,10,9,0
86,83,4,44,1
4,22,67,7,0
94,100,5,43,1
47,49,17,12,0
87,88,4,67,1
96,91,4,59,1
44,35,17,10,0
97,52,5,55,1
47,36,11,13,0
89,69,3,56,1
71,96,4,64,1
69,69,4,69,1
6,22,67,2,0
87,79,4,46,1
82,89,3,40,1
53,93,3,49,1
69,60,3,48,1
82,81,5,61,1
51,85,2,56,1
79,74,3,40,1
67,65,4,53,1
52,71,2,52,1
59,62,5,40,1
49,46,17,8,0
5,23,73,7,0
72,100,3,59,1
35,39,34,14,0
92,80,2,57,1
11,27,68,2,0
85,66,2,67,1
5,23,53,1,0
75,100,5,68,1
82,95,2,40,1
48,45,23,11,0
67,94,2,41,1
9,28,67,2,0
9,20,50,6,0
